LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
73PJRXA2G0,28,31137,160025,631,45,4,11.78,60,0.42,Master's,Part-time,Married,Yes,Yes,Home,No,1
0OMLCDCRB7,34,46024,233401,651,17,2,21.76,48,0.43,Master's,Unemployed,Divorced,Yes,No,Auto,No,1
W07B87MF18,54,15605,66525,587,114,2,24.75,48,0.69,High School,Full-time,Single,Yes,No,Education,No,1
N8YMQHFIH0,21,65389,63378,618,4,4,22.8,48,0.66,High School,Self-employed,Single,No,No,Auto,Yes,1
1KU49FH47S,65,67675,86438,659,30,4,5.7,60,0.12,High School,Self-employed,Divorced,Yes,Yes,Other,No,1
ULPLXJSAMQ,51,58082,223353,680,31,3,13.05,12,0.55,PhD,Unemployed,Divorced,No,No,Education,No,1
ETILBAO524,44,29646,213421,466,60,2,19.9,24,0.5,PhD,Part-time,Single,Yes,Yes,Education,Yes,1
E6U5ZTPX3N,22,76630,151295,322,24,3,22.54,36,0.67,Master's,Unemployed,Single,Yes,Yes,Education,No,1
3KI18HAU37,37,47620,21367,378,119,2,24.97,48,0.77,Master's,Self-employed,Married,No,No,Business,No,1
E65BWZCWB9,22,94927,172251,626,76,1,21.73,60,0.54,Bachelor's,Self-employed,Single,Yes,No,Auto,No,1
HW4ILGW3UL,25,103527,132602,489,101,1,13.95,60,0.37,High School,Unemployed,Divorced,No,Yes,Business,Yes,1
R29X1CUAZ2,22,90328,172603,559,10,4,23.46,36,0.28,High School,Unemployed,Married,No,No,Home,No,1
8QTB27MJPS,53,47195,72949,400,100,2,16.62,24,0.2,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,1
K3RJJ37GDM,59,88700,223064,702,69,3,21.55,36,0.43,Master's,Self-employed,Single,No,Yes,Auto,Yes,1
QYNXRRAXYK,46,76084,130718,744,36,3,16.08,60,0.82,Master's,Full-time,Married,Yes,Yes,Education,No,1
XSNRDIJ3N2,47,143432,21308,641,76,4,21.42,24,0.72,Master's,Unemployed,Single,Yes,Yes,Education,Yes,1
JCQU4PJGIO,20,90412,114485,476,18,3,16.38,60,0.41,High School,Full-time,Single,No,Yes,Auto,No,1
V54MUN3ZXB,47,63441,225130,769,28,1,24.12,48,0.82,Master's,Unemployed,Divorced,Yes,No,Home,Yes,1
IY5GIE9TM7,23,24860,174101,785,27,4,23.15,24,0.33,PhD,Full-time,Single,No,Yes,Home,Yes,1
8LT5BXSBEV,59,86026,146721,649,104,3,12.05,36,0.3,Bachelor's,Full-time,Divorced,No,Yes,Other,Yes,1
JJHQ65CKKE,38,138239,193214,370,108,1,19.51,12,0.32,PhD,Full-time,Single,Yes,No,Auto,Yes,1
73D8TT2PE1,57,107323,28398,750,8,1,22.76,12,0.3,Master's,Self-employed,Single,Yes,No,Other,Yes,1
4BENG4GZUG,44,22292,94229,691,1,3,17.2,24,0.89,High School,Self-employed,Divorced,Yes,No,Education,No,1
FWK4AJBTPA,20,139367,186330,408,41,1,8.26,48,0.52,High School,Part-time,Divorced,Yes,No,Other,No,1
H98QTCD361,18,25269,36409,329,21,3,16.6,48,0.47,Master's,Unemployed,Married,No,No,Home,No,1
ZCVRN923XD,19,84017,122896,565,29,2,19.91,12,0.64,Bachelor's,Part-time,Divorced,No,No,Education,Yes,1
H14BF2TNWS,35,39735,245381,721,113,3,21.4,48,0.56,PhD,Part-time,Single,Yes,Yes,Home,No,1
QAC58MGF2J,46,95146,160575,839,9,3,5.44,36,0.83,Bachelor's,Self-employed,Single,Yes,No,Auto,Yes,1
K6ASOR11KR,20,69348,193211,317,75,2,6.95,60,0.22,Master's,Self-employed,Married,No,Yes,Business,No,1
0J7SRBYO76,29,98201,54939,740,49,3,5.4,60,0.38,PhD,Part-time,Divorced,No,Yes,Education,Yes,1
0AK8LSEXYN,65,37617,209549,692,83,3,17.6,24,0.57,Bachelor's,Self-employed,Married,No,No,Education,Yes,1
09KWWD8YZM,36,23022,115280,840,48,2,11.71,36,0.69,Bachelor's,Full-time,Single,No,No,Other,No,1
QX9TMLFJ84,39,26187,133692,827,25,3,13.48,36,0.46,High School,Self-employed,Married,Yes,No,Other,No,1
6THKRWXJKF,65,25220,209829,728,89,1,3.92,24,0.86,Bachelor's,Unemployed,Single,Yes,Yes,Other,Yes,1
ZE4FV7YGBS,35,103210,117959,587,15,3,21.98,60,0.33,Bachelor's,Part-time,Divorced,No,Yes,Other,Yes,1
NYABC1VNC6,24,86964,30938,507,61,1,24.71,12,0.16,High School,Self-employed,Married,No,No,Home,Yes,1
YYRRJW0FYR,32,44104,182833,619,78,3,21.3,12,0.28,Master's,Self-employed,Married,Yes,No,Home,No,1
R3XAGV86XX,19,79545,77840,755,1,4,23.47,12,0.62,High School,Unemployed,Married,Yes,No,Home,No,1
KVN51WGPQ9,33,103755,39039,329,45,4,18.42,60,0.82,Bachelor's,Self-employed,Married,Yes,No,Business,No,1
MLDNQ4L598,56,44049,147118,509,26,1,5.83,36,0.71,PhD,Part-time,Divorced,Yes,No,Auto,Yes,1
XQHK5G7FH7,54,16951,39295,553,90,2,17.6,12,0.28,Bachelor's,Part-time,Married,No,No,Home,No,1
ABNDBMST06,24,108320,123231,471,52,3,14.7,60,0.51,Master's,Self-employed,Divorced,Yes,No,Other,No,1
GUX4W1V211,26,49045,152440,519,69,4,14.88,60,0.74,PhD,Part-time,Divorced,Yes,Yes,Education,No,1
ANGG2H2U7N,35,25516,161869,604,2,4,16.95,60,0.26,Bachelor's,Unemployed,Single,Yes,Yes,Education,No,1
06MZM0PBBL,20,36261,72081,435,61,2,11.33,12,0.21,PhD,Part-time,Married,No,Yes,Other,Yes,1
OWQG8NMIKM,23,43109,46491,305,83,4,19.36,24,0.1,PhD,Self-employed,Single,Yes,Yes,Auto,No,1
2V53PMRENX,59,97902,59276,450,112,4,24.42,12,0.15,PhD,Full-time,Married,Yes,No,Business,Yes,1
EFGFOPXKV0,56,32486,249776,374,83,1,9.71,48,0.7,Master's,Part-time,Married,Yes,No,Business,Yes,1
0L0UZQJ8RV,63,123852,243933,362,9,1,22.89,48,0.4,High School,Unemployed,Divorced,Yes,Yes,Other,Yes,1
62UR4Y49IF,22,61526,218879,411,3,4,13.3,60,0.86,Master's,Full-time,Married,Yes,No,Auto,No,1
Q1R5GRTLIR,41,83356,160079,684,24,3,24.04,36,0.33,PhD,Unemployed,Single,Yes,No,Home,Yes,1
MHS19Y3HHT,18,54718,208540,639,28,4,8.34,12,0.8,Master's,Self-employed,Divorced,Yes,No,Other,Yes,1
3UNVG99VZY,46,121655,124012,730,3,4,20.06,36,0.54,High School,Full-time,Divorced,Yes,Yes,Business,No,1
R8Y8X3IVQB,56,62223,120597,449,46,4,14.12,36,0.77,High School,Self-employed,Single,Yes,No,Home,Yes,1
4MVC4JHP2J,24,71697,133732,767,31,1,15.1,60,0.66,Master's,Self-employed,Divorced,No,Yes,Home,No,1
C38F462KK6,23,43265,187635,842,26,4,15.78,12,0.29,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,1
AYA7Y1JALA,43,23717,227777,312,3,3,24.8,12,0.53,Master's,Self-employed,Divorced,Yes,Yes,Education,No,1
9Q6Y4F9JTG,48,72505,213021,485,45,3,7.13,24,0.54,PhD,Part-time,Single,No,Yes,Auto,Yes,1
SUZRK0HYDN,29,115098,54323,696,100,4,23.69,60,0.49,High School,Unemployed,Single,No,Yes,Home,No,1
PBDNX2MQ2D,36,29749,245139,770,24,4,7.03,12,0.47,Bachelor's,Part-time,Married,No,No,Business,No,1
F0CLI4C6MF,57,24896,225095,417,60,2,6.1,60,0.72,High School,Full-time,Divorced,No,No,Home,Yes,1
BU17WZ5XW3,39,132874,192207,609,94,1,19.37,12,0.68,High School,Unemployed,Divorced,Yes,No,Auto,No,1
ALSDGBBCD3,18,16347,166352,368,81,4,22.58,24,0.21,High School,Self-employed,Single,No,Yes,Business,Yes,1
GUZ3IX4WPE,54,19994,149647,325,80,4,14.68,48,0.88,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,1
WPKI5JU1FB,54,121034,65296,328,67,2,15.84,36,0.18,Master's,Part-time,Married,Yes,Yes,Home,No,1
DR96Q327XP,20,83005,124386,382,40,3,14.24,12,0.65,PhD,Unemployed,Divorced,Yes,No,Other,No,1
3R25I1GLX2,31,17841,122964,466,16,1,16.5,12,0.23,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,1
QIGTJEHAF5,37,120987,236557,620,67,3,3.85,60,0.86,Master's,Part-time,Married,No,Yes,Other,No,1
XVQFSMDN89,61,116268,231728,602,118,1,6.62,12,0.89,PhD,Part-time,Married,No,Yes,Education,No,1
F5WA5VNS2T,42,34320,14935,763,0,2,14.92,24,0.41,PhD,Unemployed,Married,No,Yes,Auto,No,1
0MJ2HPSAS8,22,100151,138658,594,64,2,21.3,36,0.29,PhD,Self-employed,Single,No,No,Education,No,1
147WLLIN9P,40,45061,140156,454,27,3,8.9,60,0.39,Master's,Part-time,Divorced,No,No,Other,Yes,1
SG9S0SB11N,37,79542,116045,605,119,4,24.25,24,0.29,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes,1
RYM68L7KXE,18,23994,181103,688,4,1,21.26,12,0.39,High School,Part-time,Divorced,Yes,Yes,Business,Yes,1
XOZ12KEJ09,29,38124,81234,504,5,3,11.27,36,0.61,Bachelor's,Part-time,Single,No,Yes,Other,No,1
ZOY8L50GK2,38,109114,31523,800,71,2,19.76,36,0.23,Master's,Full-time,Married,No,Yes,Other,No,1
V3VG6CRW83,46,71473,129199,428,13,2,7.41,12,0.46,High School,Part-time,Married,No,Yes,Education,No,1
5OOFN1BQGY,67,33876,244610,343,8,2,14.5,24,0.49,Bachelor's,Part-time,Divorced,No,No,Business,Yes,1
PEPC9X93F2,40,17787,122513,650,85,4,9.23,48,0.59,High School,Part-time,Single,Yes,Yes,Home,Yes,1
XKV5MGK6PZ,20,52940,248357,300,82,3,20.97,24,0.37,Master's,Part-time,Single,Yes,Yes,Auto,No,1
LWD73SN5JO,36,133632,160414,535,75,1,5.18,36,0.77,High School,Full-time,Single,No,No,Auto,Yes,1
BN9PQTTHCT,52,23417,190930,715,25,4,22.49,48,0.72,PhD,Part-time,Married,No,No,Business,No,1
EP3KBTP0V4,26,95122,210812,708,61,3,4.62,48,0.44,Master's,Unemployed,Single,Yes,No,Education,No,1
0TMNFPNLER,61,114114,249144,596,32,3,10.98,36,0.57,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,1
89YBS84T9W,34,107662,49878,757,19,1,24.27,48,0.56,Bachelor's,Full-time,Single,Yes,No,Other,Yes,1
L74FQHHLK7,56,77234,200632,641,20,4,8.82,12,0.77,High School,Self-employed,Married,No,No,Education,No,1
ZLTB0XRMH3,22,68093,159077,317,79,1,24.66,12,0.34,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,1
I9HCK3A6XH,65,57824,207724,702,83,1,22.13,24,0.51,High School,Unemployed,Single,No,No,Other,No,1
8HVK68IFXV,58,130597,80024,796,90,2,15.32,60,0.55,PhD,Part-time,Single,No,Yes,Other,Yes,1
LEJSLZ2OVQ,28,54704,240945,699,76,2,12.61,36,0.38,Bachelor's,Full-time,Single,Yes,No,Other,Yes,1
XFKJSRYK9O,53,109850,149191,655,17,2,9.58,12,0.59,High School,Part-time,Divorced,No,No,Other,No,1
CP717UKFRJ,50,146060,90774,672,55,1,7.45,48,0.51,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,1
Y363D7EKX0,38,110671,62966,645,72,1,6.25,36,0.3,Master's,Part-time,Divorced,Yes,Yes,Education,No,1
OTW6KRU0VA,69,29766,40565,411,55,4,17.17,12,0.74,Bachelor's,Unemployed,Single,No,Yes,Other,No,1
0RRNN2T56L,23,19740,74231,808,25,2,22.27,60,0.55,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,Yes,1
KS082HJP46,25,118994,15272,730,51,1,19.22,24,0.45,Master's,Self-employed,Divorced,Yes,Yes,Business,Yes,1
Z3YO718ET2,46,128522,144286,626,9,1,17.36,48,0.83,PhD,Unemployed,Divorced,No,No,Business,Yes,1
G92MH13JH2,51,52033,97599,612,20,4,16.32,24,0.89,High School,Unemployed,Divorced,Yes,Yes,Auto,No,1
0TTKFFFZ5S,66,65278,189473,833,95,4,18.63,48,0.81,Bachelor's,Unemployed,Married,No,No,Other,No,1
D5EUI2GWXB,20,43701,113146,722,56,4,12.68,24,0.65,PhD,Part-time,Divorced,Yes,Yes,Auto,Yes,1
CG96ER3U04,62,149313,183931,308,15,3,14.52,12,0.28,PhD,Self-employed,Divorced,No,No,Business,Yes,1
KXOB4EJ928,56,22063,60753,767,62,2,9.31,60,0.5,Master's,Self-employed,Married,No,Yes,Business,Yes,1
J81Y0RVC13,48,31469,67212,443,13,2,24.88,24,0.2,PhD,Unemployed,Married,No,No,Home,No,1
4T150M36GP,18,92113,6278,383,3,4,22.78,60,0.54,Master's,Part-time,Single,Yes,Yes,Business,Yes,1
BNHM1DMG12,41,24183,210092,459,66,4,22.2,12,0.55,PhD,Full-time,Divorced,No,Yes,Business,No,1
9RGW3USPJX,45,86872,22649,326,21,4,12.45,24,0.13,High School,Part-time,Divorced,No,No,Other,Yes,1
AXMQ3W41ZS,27,56593,123408,405,91,2,24.04,24,0.72,Master's,Self-employed,Married,No,No,Other,Yes,1
MPCC8EPHBT,20,101295,86719,822,91,1,24.4,36,0.83,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,1
415KX1MRFR,18,23259,181563,461,2,3,17.0,60,0.71,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,1
FYF2LDVB1H,23,53659,156242,415,40,1,21.35,48,0.86,Master's,Part-time,Married,Yes,Yes,Education,No,1
VHRPMQVNCO,46,86149,116613,785,88,3,8.83,36,0.16,Master's,Part-time,Divorced,No,Yes,Education,No,1
FIOU63E8U2,27,122323,91164,428,19,3,24.56,60,0.56,PhD,Unemployed,Divorced,Yes,Yes,Auto,Yes,1
HU0A80MTUH,55,31445,76470,770,111,4,4.12,24,0.81,Bachelor's,Part-time,Single,Yes,Yes,Home,No,1
I9ZS7DNNNR,33,40136,196833,318,52,1,9.2,60,0.45,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,1
X7IM4RMNKZ,22,60186,31513,468,43,2,17.84,60,0.28,Bachelor's,Part-time,Single,Yes,Yes,Business,No,1
L3BGRU3G6R,32,28435,144085,342,75,1,18.2,36,0.67,High School,Self-employed,Divorced,No,Yes,Business,No,1
HMBZIMWU9E,24,77119,244620,443,102,3,10.0,36,0.11,Bachelor's,Unemployed,Divorced,Yes,No,Auto,No,1
GARYHQC0VZ,27,37559,163868,461,10,4,23.17,36,0.74,PhD,Self-employed,Divorced,No,No,Home,No,1
PEPC9X93F2,40,17787,122513,650,85,4,9.23,48,0.59,High School,Part-time,Single,Yes,Yes,Home,Yes,1
25HSVH13AI,30,28319,243537,391,16,4,23.02,12,0.85,PhD,Unemployed,Divorced,Yes,No,Other,Yes,1
JEIYUL0YR9,25,16534,187958,354,2,2,13.83,12,0.67,Bachelor's,Unemployed,Married,No,No,Auto,Yes,1
645CBSP4NW,66,17648,104623,451,40,4,7.75,12,0.56,PhD,Part-time,Married,No,Yes,Business,Yes,1
8G5FB51DUQ,49,138830,108610,785,27,3,20.67,60,0.53,Bachelor's,Self-employed,Single,Yes,No,Auto,Yes,1
XTNQKQJUZL,19,100678,30524,729,18,2,13.62,36,0.59,PhD,Self-employed,Married,No,No,Business,Yes,1
IAMG8FIMGT,51,51795,17087,617,99,4,11.06,48,0.3,Master's,Part-time,Single,Yes,No,Other,Yes,1
115WJNHJMJ,41,55348,163683,573,119,4,8.38,36,0.64,PhD,Self-employed,Divorced,No,Yes,Home,No,1
Y74IJG2KGG,37,76136,168336,690,12,2,19.39,24,0.2,High School,Self-employed,Married,No,Yes,Other,Yes,1
WU4DVGU5U2,37,92353,47363,600,45,3,21.0,60,0.42,High School,Self-employed,Divorced,Yes,Yes,Auto,No,1
T3GL63FQBJ,46,70373,151912,481,114,4,4.76,12,0.38,PhD,Unemployed,Married,No,No,Home,Yes,1
PDIWNUVCCD,23,33492,106511,532,24,4,18.62,24,0.27,Master's,Part-time,Married,No,No,Business,No,1
5NER1P2401,19,95286,205064,518,48,4,21.36,60,0.25,Bachelor's,Self-employed,Single,No,No,Other,Yes,1
5HAIOV24W3,22,60512,167561,503,78,4,19.98,12,0.44,Master's,Part-time,Married,Yes,Yes,Education,No,1
164S5RNRVZ,30,98661,195911,485,58,1,11.79,60,0.87,Master's,Part-time,Married,No,No,Other,No,1
PWXSX53FPI,19,16102,205502,443,7,3,17.42,60,0.7,Master's,Self-employed,Single,No,Yes,Business,No,1
KNG1ULMWHO,45,120344,174103,396,68,4,20.93,12,0.17,Master's,Part-time,Divorced,No,Yes,Education,Yes,1
68E5EDRKTZ,33,47751,108543,301,19,2,23.18,48,0.87,Bachelor's,Unemployed,Single,No,No,Business,No,1
HW26S4KQUC,40,15367,171137,645,62,4,14.14,12,0.52,Bachelor's,Unemployed,Married,Yes,No,Education,No,1
RKJF7UHLAR,31,113713,151465,504,86,3,15.74,36,0.53,Master's,Unemployed,Single,No,No,Auto,Yes,1
GY0VC94IX6,32,66636,29371,470,91,3,23.99,60,0.39,Bachelor's,Self-employed,Single,No,Yes,Other,Yes,1
KIKQSRJ5AA,56,63996,61248,330,115,4,19.56,60,0.11,Bachelor's,Part-time,Single,No,No,Education,Yes,1
32O3UOK3C7,35,26100,219897,409,9,3,17.37,12,0.54,PhD,Self-employed,Divorced,Yes,Yes,Education,Yes,1
BYOAGSW54F,28,112813,78596,759,50,4,24.76,12,0.7,Master's,Unemployed,Single,Yes,No,Education,No,1
ZUFMSQFQH0,26,143638,245948,334,43,1,4.96,48,0.75,Master's,Part-time,Single,No,No,Education,Yes,1
USMVAWVB89,53,59923,187883,554,55,2,11.15,60,0.26,High School,Unemployed,Married,Yes,Yes,Home,Yes,1
CRKDY7DFME,39,66630,248537,366,61,3,10.26,60,0.72,Bachelor's,Part-time,Single,Yes,Yes,Business,Yes,1
NOOHCBH4F6,28,40875,146311,819,57,4,11.25,60,0.63,Master's,Unemployed,Married,No,No,Home,Yes,1
34A3QK885V,27,17846,199268,530,87,4,20.7,48,0.72,PhD,Full-time,Single,No,Yes,Home,Yes,1
OJSY2QXZM4,39,23409,183875,381,12,2,23.09,36,0.73,Bachelor's,Part-time,Divorced,Yes,No,Home,Yes,1
DWPH0531LG,19,18469,32896,776,61,1,23.09,48,0.87,PhD,Unemployed,Divorced,No,No,Other,No,1
EK9O7D05X4,25,69722,142428,649,12,4,22.87,36,0.86,PhD,Full-time,Divorced,Yes,No,Other,Yes,1
7Y7284X3I1,39,42585,48862,821,26,3,2.7,24,0.66,Master's,Part-time,Single,Yes,No,Auto,Yes,1
AIGM1941OH,41,57165,219866,387,17,1,19.48,24,0.76,Master's,Self-employed,Divorced,Yes,No,Auto,No,1
TJ4V7JM4LT,30,51830,59542,551,65,4,14.46,36,0.65,High School,Part-time,Married,Yes,Yes,Auto,Yes,1
VKND6DNZ9A,27,65221,206553,463,55,2,14.09,60,0.47,High School,Self-employed,Single,Yes,Yes,Auto,No,1
K8QOA567XX,49,148016,191248,478,52,2,20.13,60,0.68,High School,Full-time,Married,Yes,Yes,Business,No,1
5XMU10GS39,36,41684,192023,816,18,4,21.8,12,0.72,PhD,Unemployed,Divorced,Yes,No,Other,Yes,1
BWKV6S45UR,28,86414,152929,311,72,1,21.06,12,0.74,Bachelor's,Full-time,Divorced,No,No,Education,No,1
JC14B6RX7D,18,67687,134563,605,38,3,12.74,24,0.32,Master's,Self-employed,Single,Yes,Yes,Home,Yes,1
O5OF1JLWS8,48,62822,173493,841,117,4,15.98,48,0.52,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,1
D0NFTI4H00,51,16921,49893,614,51,4,21.21,24,0.84,Master's,Part-time,Divorced,Yes,No,Education,Yes,1
M9F3ZFTCKX,19,140996,9627,669,102,4,19.43,60,0.71,Master's,Self-employed,Married,Yes,No,Other,No,1
6WHD24J2IE,28,33293,182804,491,95,2,16.57,36,0.56,High School,Self-employed,Married,No,Yes,Other,No,1
XSUO8DKGZ1,49,56734,195482,808,12,4,10.59,36,0.57,PhD,Unemployed,Single,No,No,Auto,No,1
85XB00LBXA,34,16297,209201,832,46,2,12.88,60,0.68,PhD,Self-employed,Single,No,No,Auto,Yes,1
QGLOBX8647,19,149744,142257,487,53,4,22.84,48,0.23,High School,Full-time,Divorced,No,No,Auto,Yes,1
19ZAPZ7MC8,19,125093,89587,548,113,1,22.06,24,0.64,High School,Unemployed,Married,No,Yes,Business,Yes,1
68BIKZUAR2,33,91735,153890,846,32,4,10.3,24,0.68,Bachelor's,Part-time,Divorced,Yes,No,Business,Yes,1
719LIFY6XK,29,87679,208020,675,50,4,17.99,60,0.16,High School,Self-employed,Divorced,No,Yes,Auto,Yes,1
16IPV0XNNK,66,116447,221181,335,63,3,23.61,12,0.6,PhD,Unemployed,Single,No,No,Other,Yes,1
6K96RDS8IL,38,142040,200314,366,10,4,11.35,60,0.53,Master's,Part-time,Single,Yes,No,Auto,Yes,1
RS60XDM4JL,25,29468,147604,426,114,2,20.99,60,0.5,Master's,Full-time,Single,Yes,No,Education,No,1
CDH119WHXI,18,76837,135307,454,25,3,15.92,48,0.83,High School,Unemployed,Single,Yes,No,Home,No,1
VW4B6MF1OW,21,68265,155770,670,90,1,20.11,24,0.26,High School,Self-employed,Married,No,Yes,Education,Yes,1
FFZRK2OHM8,27,27516,165618,407,23,2,20.47,12,0.48,Bachelor's,Unemployed,Married,Yes,No,Other,No,1
PDVCALGS5H,21,18001,48667,423,111,3,21.76,12,0.62,Bachelor's,Part-time,Married,No,No,Home,Yes,1
4NKEZMQ4MS,29,63588,182683,653,27,4,24.33,24,0.28,High School,Part-time,Divorced,Yes,Yes,Other,No,1
4HK291SRKQ,20,46367,237701,759,10,2,20.29,12,0.52,PhD,Full-time,Single,No,No,Home,No,1
DQH2UULJ3C,26,132794,80196,448,38,3,6.22,36,0.22,High School,Unemployed,Married,No,Yes,Home,No,1
Z830MTTWWD,45,89858,202610,393,56,2,14.93,48,0.69,PhD,Self-employed,Single,No,No,Business,Yes,1
Q3SJB97QZB,23,143019,231986,435,75,2,7.5,36,0.86,Bachelor's,Full-time,Married,Yes,Yes,Education,No,1
JTN9INL06R,64,65204,149034,622,30,2,24.3,48,0.26,Bachelor's,Full-time,Married,No,No,Home,No,1
80L728BEJ8,26,44253,112163,560,84,4,8.67,60,0.53,High School,Unemployed,Married,No,No,Home,Yes,1
UVHEBPST27,32,89672,160690,645,66,1,15.37,36,0.11,Master's,Full-time,Single,Yes,Yes,Other,Yes,1
9GF1D45DTR,18,19963,80669,391,29,1,12.34,60,0.52,PhD,Full-time,Married,Yes,No,Business,Yes,1
SVYVVYNATA,32,92145,173599,740,12,2,21.89,48,0.47,Bachelor's,Part-time,Married,Yes,No,Home,No,1
JX1VXUPQ0M,22,42874,190405,799,86,3,18.74,12,0.55,Master's,Part-time,Single,No,Yes,Auto,Yes,1
3FW57ITPIZ,44,86773,33687,547,97,3,22.15,36,0.13,PhD,Self-employed,Divorced,Yes,No,Business,Yes,1
RBGDX5X100,28,59100,78756,608,27,3,15.81,48,0.51,Master's,Unemployed,Divorced,No,No,Education,Yes,1
V9ZMPBVN4M,27,42104,233984,451,86,2,4.47,12,0.81,Bachelor's,Self-employed,Single,No,Yes,Home,Yes,1
QM7U3OC02E,36,109730,216192,596,4,2,10.21,12,0.15,Bachelor's,Full-time,Single,Yes,No,Auto,No,1
TR6HHALEMZ,45,46215,205877,312,28,1,23.32,24,0.75,High School,Full-time,Married,Yes,No,Business,No,1
1MHXEHG6GU,26,46848,200812,733,1,4,23.39,12,0.28,Master's,Unemployed,Single,No,Yes,Home,Yes,1
5BHVKJ1AAC,37,75374,124346,318,90,2,15.41,36,0.67,PhD,Unemployed,Divorced,No,No,Business,No,1
16FO8BC9F7,58,86216,219418,590,105,4,21.61,36,0.81,High School,Full-time,Married,Yes,No,Other,No,1
441LW1HR84,25,19110,170931,423,67,2,9.71,24,0.43,PhD,Part-time,Married,No,Yes,Education,Yes,1
KXXDT8QME0,32,101422,10776,666,12,3,24.23,24,0.32,Bachelor's,Full-time,Divorced,Yes,No,Business,No,1
2OJG0FCOVG,26,24983,225454,646,9,4,4.34,24,0.29,Bachelor's,Unemployed,Married,No,Yes,Auto,Yes,1
MHF5NBKEGJ,24,54693,90887,695,46,3,21.29,24,0.59,High School,Part-time,Married,No,No,Other,No,1
IHIA7ORKEE,18,34608,216510,761,83,4,22.83,36,0.42,Master's,Self-employed,Divorced,Yes,Yes,Business,Yes,1
DCPM2TOTYD,38,76267,229458,833,14,4,23.11,12,0.25,PhD,Self-employed,Single,Yes,Yes,Business,No,1
EB6GVAFMVR,62,31541,244614,316,56,1,18.46,24,0.46,PhD,Part-time,Married,No,No,Auto,Yes,1
OK0MIMGK82,61,93073,210048,342,59,3,21.93,24,0.37,Master's,Full-time,Divorced,No,No,Other,No,1
SMYV1AN1E8,24,56930,150874,684,13,4,23.44,60,0.63,Bachelor's,Part-time,Divorced,Yes,No,Business,Yes,1
2W5ATO5LBA,33,125957,96249,548,40,3,8.6,12,0.75,High School,Self-employed,Single,Yes,No,Auto,No,1
QPFGIZ5UPE,35,29409,246225,612,38,4,8.8,12,0.44,High School,Full-time,Married,Yes,Yes,Auto,No,1
3JWEUSMMDC,34,93492,66236,463,98,1,19.3,60,0.35,PhD,Self-employed,Single,No,Yes,Home,Yes,1
N109XWVHPA,37,36920,144965,488,64,4,7.98,60,0.35,Master's,Full-time,Married,Yes,No,Education,Yes,1
XVSL9XPXL6,36,69685,138773,604,5,4,5.33,12,0.66,High School,Full-time,Divorced,No,Yes,Other,Yes,1
EC11EGWECY,57,15538,210624,484,26,1,23.92,48,0.9,PhD,Part-time,Single,Yes,No,Education,No,1
NBYLER1WM9,21,30012,115822,617,33,3,14.62,48,0.52,High School,Self-employed,Married,No,Yes,Home,No,1
QWTERJKNW7,18,31954,209924,360,5,2,18.26,24,0.54,Bachelor's,Full-time,Married,Yes,No,Other,No,1
HP8CW2Y560,54,149405,198725,522,30,2,10.13,12,0.86,PhD,Unemployed,Married,Yes,No,Business,No,1
0IMIE8EN4W,43,81508,197800,313,14,3,23.3,36,0.72,High School,Unemployed,Divorced,Yes,Yes,Business,No,1
BO7J1GLPUB,39,65065,166644,786,1,3,12.79,12,0.6,High School,Part-time,Divorced,Yes,No,Auto,No,1
99NU4K9WET,25,18366,171648,483,90,3,14.86,24,0.65,Bachelor's,Self-employed,Married,Yes,No,Education,No,1
S9GRM92NCK,20,138511,178789,472,13,3,22.84,24,0.63,Master's,Part-time,Single,Yes,No,Auto,Yes,1
B0BSHFJM8L,24,47993,18068,462,42,1,16.55,60,0.79,Master's,Part-time,Divorced,Yes,No,Auto,No,1
RVC7W3SYE0,62,35229,241033,539,106,1,11.57,60,0.3,PhD,Unemployed,Single,Yes,No,Business,No,1
I6HBJ5MHHY,43,49909,171387,396,61,2,14.91,12,0.81,PhD,Part-time,Divorced,Yes,No,Other,Yes,1
LEI32NB7RH,27,95805,237074,721,75,4,2.2,36,0.32,Master's,Full-time,Divorced,Yes,Yes,Education,Yes,1
6BV2GE08DQ,32,24195,206086,331,45,3,19.32,36,0.51,High School,Unemployed,Single,No,Yes,Business,Yes,1
PN5H7QCNW7,52,28190,159214,716,104,2,20.02,48,0.75,High School,Unemployed,Married,No,Yes,Business,No,1
6CW56I6R2R,59,18011,31252,630,62,2,24.58,36,0.62,PhD,Part-time,Married,No,No,Business,No,1
